"","school_id","short_name","long_name","school_type","primary_category","address","city","state","zip","progress_report_year","school_survey_student_response_rate_pct","school_survey_teacher_response_rate_pct","school_survey_involved_families","school_survey_supportive_environment","school_survey_ambitious_instruction","school_survey_effective_leaders","school_survey_collaborative_teachers","school_survey_safety","suspensions_per_100_students_year_2_pct","misconducts_to_suspensions_year_2_pct","average_length_suspension_year_2_pct","behavior_discipline_year_1","behavior_discipline_year_2","student_attendance_year_1_pct","student_attendance_year_2_pct","teacher_attendance_year_1_pct","teacher_attendance_year_2_pct","one_year_dropout_rate_year_1_pct","one_year_dropout_rate_year_2_pct","mobility_rate_pct","chronic_truancy_pct","school_latitude","school_longitude","sat_grade_11_score_school_avg","attainment_psat_grade_9_school_pct","attainment_psat_grade_10_school_pct","attainment_sat_grade_11_school_pct","attainment_all_grades_school_pct","truancy_bin"
"65",610353,"CALMECA","Calmeca Academy of Fine Arts and Dual Language","Small","ES","3456 W 38TH ST","Chicago","Illinois",60632,2022,96.8,76.6,4,3,3,4,3,2,0.3,18.2,"5.5 days",2021,2022,91,90,87.7,92.3,NA,NA,8.4,35.6,41.824377,-87.711654,0,0,0,0,0,"20-40%"
"66",400064,"PERSPECTIVES - JOSLIN HS","Perspectives - Rodney D. Joslin","Charter","HS","1930 S ARCHER AVE","Chicago","Illinois",60616,2022,90.3,61.5,2,3,3,1,1,2,NA,NA,NA,2021,2022,79.1,80.6,NA,NA,3.4,3.3,16.6,74.4,41.855999,-87.628531,794,0,6.6,6.6,4.5,"60-80%"
"67",610542,"WEST RIDGE","West Ridge Elementary School","Neighborhood","ES","6700 N WHIPPLE ST","Chicago","Illinois",60645,2022,65.8,64.8,3,3,3,3,3,2,NA,NA,NA,2021,2022,92.4,89.7,90.2,92.6,NA,NA,12.6,36,42.002959,-87.705917,0,0,0,0,0,"20-40%"
"68",610033,"LASALLE","LaSalle Elementary Language Academy","Magnet","ES","1734 N ORLEANS ST","Chicago","Illinois",60614,2022,92.4,69.6,4,3,3,2,2,3,1.1,16.7,"1.2 days",2021,2022,97,91.8,92.6,93.2,NA,NA,7.2,30.5,41.9139,-87.637565,0,0,0,0,0,"20-40%"
"69",610250,"SALAZAR","Ruben Salazar Elementary Bilingual Center","Small","ES","160 W WENDELL ST","Chicago","Illinois",60610,2022,87.9,69.7,3,3,3,4,3,3,3.3,41.7,"2.3 days",2021,2022,90.7,86.6,87.9,93.2,NA,NA,11.9,50,41.901417,-87.633632,0,0,0,0,0,"40-60%"
"70",610523,"EDISON PARK","Edison Park Elementary School","Neighborhood","ES","6220 N OLCOTT AVE","Chicago","Illinois",60631,2022,41.3,50,4,NA,NA,3,2,NA,NA,NA,NA,2021,2022,96.7,93.4,93.9,93.1,NA,NA,4,17.4,41.994238,-87.813771,0,0,0,0,0,"0-20%"
"71",609969,"HARTE","Bret Harte Elementary School","Neighborhood","ES","1556 E 56TH ST","Chicago","Illinois",60637,2022,61.4,50,3,2,3,3,3,2,5.6,18.9,"1.2 days",2021,2022,92.9,89,91,93.7,NA,NA,7.5,41,41.793447,-87.586855,0,0,0,0,0,"40-60%"
"72",400080,"ACERO - TORRES","Acero Charter Schools - PFC Omar E. Torres","Charter","ES","4248 W 47TH ST","Chicago","Illinois",60632,2022,90.4,86.1,2,3,2,2,1,3,NA,NA,NA,2021,2022,95.8,88.6,NA,NA,NA,NA,7.4,43.7,41.8082,-87.73045,0,0,0,0,0,"40-60%"
"73",609857,"CLEVELAND","Grover Cleveland Elementary School","Neighborhood","ES","3121 W BYRON ST","Chicago","Illinois",60618,2022,86.1,65.2,4,4,3,4,3,3,NA,NA,NA,2021,2022,93.7,90.5,93.2,93.4,NA,NA,11.5,30.1,41.952042,-87.706443,0,0,0,0,0,"20-40%"
"74",400091,"CHICAGO TECH HS","Chicago Technology Academy High School","Contract","HS","1301 W 14TH ST","Chicago","Illinois",60608,2022,53,65.6,1,3,2,2,2,2,4,61.5,"3.8 days",2021,2022,82.5,83.6,NA,NA,0.3,NA,10.6,57.2,41.863301,-87.659095,819,8.3,2.2,6,5.4,"40-60%"
"75",609949,"GRAY","William P Gray Elementary School","Neighborhood","ES","3730 N LARAMIE AVE","Chicago","Illinois",60641,2022,92.8,75.6,3,3,3,3,4,2,1.5,31.9,"1.4 days",2021,2022,93.2,90.7,93,93.2,NA,NA,7.8,36.3,41.948764,-87.757116,0,0,0,0,0,"20-40%"
"76",610129,"PICKARD","Josiah Pickard Elementary School","Neighborhood","ES","2301 W 21ST PL","Chicago","Illinois",60608,2022,86.9,99.9,5,3,5,4,4,3,0.6,40,"2.0 days",2021,2022,96.2,92.5,93,94.8,NA,NA,7.1,29.3,41.8529,-87.683291,0,0,0,0,0,"20-40%"
"77",609820,"BURLEY","Augustus H Burley Elementary School","Neighborhood","ES","1630 W BARRY AVE","Chicago","Illinois",60657,2022,96.9,78.6,4,4,4,3,3,4,NA,NA,NA,2021,2022,98.1,94.3,95.3,94.9,NA,NA,5.1,13.1,41.937937,-87.669853,0,0,0,0,0,"0-20%"
"78",609938,"GARY","Joseph E Gary Elementary School","Neighborhood","ES","3740 W 31ST ST","Chicago","Illinois",60623,2022,91.1,79,3,3,3,2,2,2,0.6,2.5,"1.8 days",2021,2022,94.8,90.7,90.2,93.7,NA,NA,5.6,32.6,41.837065,-87.718697,0,0,0,0,0,"20-40%"
"79",610244,"CLARK HS","Michele Clark Academic Prep Magnet High School","Magnet","HS","5101 W HARRISON ST","Chicago","Illinois",60644,2022,51.8,74,3,3,4,3,3,2,15.4,19.8,"2.5 days",2021,2022,71.8,70.9,85.3,91.4,0.4,1.9,11.6,90.9,41.872885,-87.753325,759,9.5,3.9,0.8,4.6,"80-100%"
"80",609853,"CHASE","Salmon P Chase Elementary School","Neighborhood","ES","2021 N POINT ST","Chicago","Illinois",60647,2022,72.8,64.6,3,3,3,2,2,3,NA,NA,NA,2021,2022,93.7,88.5,91.1,92.4,NA,NA,6.3,41.2,41.917993,-87.694562,0,0,0,0,0,"40-60%"
"81",400146,"KIPP - ACADEMY","KIPP Academy Chicago Campus","Charter","ES","4818 W OHIO ST","Chicago","Illinois",60644,2022,73.2,85.7,3,3,3,2,2,2,NA,NA,NA,2021,2022,90.5,87,NA,NA,NA,NA,13,51.2,41.891816,-87.746614,0,0,0,0,0,"40-60%"
"82",610158,"SAYRE","Harriet E Sayre Elementary Language Academy","Neighborhood","ES","1850 N NEWLAND AVE","Chicago","Illinois",60707,2022,84,57.7,3,3,3,2,2,3,NA,NA,NA,2021,2022,92.5,90,90.6,93.1,NA,NA,5.7,40.3,41.914151,-87.798721,0,0,0,0,0,"40-60%"
"83",400170,"NOBLE - ACADEMY HS","Noble - The Noble Academy","Charter","HS","1443 N OGDEN AVE","Chicago","Illinois",60610,2022,55.8,81.8,4,4,3,2,2,2,NA,NA,NA,2021,2022,75.3,85.2,NA,NA,3.9,0.7,8.9,58.6,41.906879,-87.645577,929,30.1,24.3,29.8,28.1,"40-60%"
"84",400145,"YCCS - YOUTH CONNECTION","YCCS-Youth Connection Leadership Acad HS","Charter","HS","1814 S UNION AVE","Chicago","Illinois",60616,2022,52.3,75,NA,3,3,4,4,2,NA,NA,NA,2021,2022,36.3,58.2,NA,NA,19.1,40.1,89.9,94.9,41.832072,-87.626781,770,0,0,0,0,"80-100%"
"85",610201,"THORP O","Ole A Thorp Elementary Scholastic Academy","Magnet","ES","6024 W WARWICK AVE","Chicago","Illinois",60634,2022,88.9,64.4,4,3,3,2,2,3,0.1,8.3,"5.0 days",2021,2022,96.4,93.6,87.9,91.3,NA,NA,3.7,17,41.948571,-87.777631,0,0,0,0,0,"0-20%"
"86",400056,"NOBLE - ROWE CLARK HS","Noble - Rowe-Clark Math and Science Academy","Charter","HS","3645 W CHICAGO AVE","Chicago","Illinois",60651,2022,24.3,27.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,2022,66,79.2,NA,NA,2.9,0.8,12.3,76,41.895362,-87.718047,830,6.9,4.8,3.6,5,"60-80%"
"87",610305,"LELAND","George Leland Elementary School","Neighborhood","ES","512 S LAVERGNE AVE","Chicago","Illinois",60644,2022,86.2,55,2,2,3,3,2,1,5.6,75,"2.1 days",2021,2022,89.6,83.4,89.5,91,NA,NA,24.7,63.7,41.873587,-87.749276,0,0,0,0,0,"60-80%"
"88",610076,"MOOS","Bernhard Moos Elementary School","Neighborhood","ES","1711 N CALIFORNIA AVE","Chicago","Illinois",60647,2022,81.9,77.8,3,2,3,2,2,3,0.5,5.6,"1.0 days",2021,2022,94,88.7,91.5,92.8,NA,NA,10,42.8,41.912505,-87.696941,0,0,0,0,0,"40-60%"
"89",610098,"NOBEL","Alfred Nobel Elementary School","Neighborhood","ES","4127 W HIRSCH ST","Chicago","Illinois",60651,2022,89.4,72.2,4,2,3,4,4,2,1.3,12.1,"1.1 days",2021,2022,94.1,88,88.1,93.2,NA,NA,11.8,46.4,41.906155,-87.729955,0,0,0,0,0,"40-60%"
"90",609887,"DIXON","Arthur Dixon Elementary School","Neighborhood","ES","8306 S SAINT LAWRENCE AVE","Chicago","Illinois",60619,2022,60.6,88.6,4,3,4,4,4,3,6.2,34.4,"2.3 days",2021,2022,94.6,91.2,81.9,92,NA,NA,11,31.3,41.743669,-87.609979,0,0,0,0,0,"20-40%"
"91",609679,"PROSSER HS","Charles Allen Prosser Career Academy High School","Career academy","HS","2148 N LONG AVE","Chicago","Illinois",60639,2022,68.8,65.6,3,3,3,3,3,2,2.4,4.3,"2.0 days",2021,2022,84.6,82.9,83.1,91.1,0.5,1.9,7.4,62.3,41.920059,-87.761048,914,38,26.1,23,29.2,"60-80%"
"92",610108,"OTOOLE","Luke O'Toole Elementary School","Neighborhood","ES","6550 S SEELEY AVE","Chicago","Illinois",60636,2022,88.8,96.3,3,2,3,3,3,2,NA,NA,NA,2021,2022,87.1,87.1,89.5,92.1,NA,NA,23.6,50.8,41.774571,-87.674865,0,0,0,0,0,"40-60%"
"93",609804,"MOSAIC","Mosaic School of Fine Arts","Neighborhood","ES","6710 N WASHTENAW AVE","Chicago","Illinois",60645,2022,87.1,73.9,3,4,4,3,3,3,0.1,3,"1.0 days",2021,2022,94.4,88.1,88.2,92.9,NA,NA,13.4,37.6,42.003412,-87.697463,0,0,0,0,0,"20-40%"
"94",400131,"YCCS - CAMPOS","YCCS-Dr. Pedro Albizu Campos Puerto Rican HS","Charter","HS","2739 W DIVISION ST","Chicago","Illinois",60622,2022,94.5,93.3,3,4,3,4,4,3,NA,NA,NA,2021,2022,73.9,54.2,NA,NA,8.1,36.2,92.2,95.5,41.90285,-87.696006,778,0,0,0,0,"80-100%"
"95",609727,"PHILLIPS HS","Wendell Phillips Academy High School","Neighborhood","HS","244 E PERSHING RD","Chicago","Illinois",60653,2022,55,64,1,2,3,1,1,1,26.6,28.8,"2.9 days",2021,2022,58,61,74.3,90.3,6.1,12.2,32.5,87.5,41.82388,-87.619796,782,3.9,5,2,3.7,"80-100%"
"96",609963,"HAMILTON","Alexander Hamilton Elementary School","Neighborhood","ES","1650 W CORNELIA AVE","Chicago","Illinois",60657,2022,96.8,68.9,4,4,4,1,1,5,NA,NA,NA,2021,2022,97.3,94.3,94.2,93,NA,NA,3.7,12.9,41.94522,-87.670865,0,0,0,0,0,"0-20%"
"97",609722,"MANLEY HS","Manley Career Academy High School","Neighborhood","HS","2935 W POLK ST","Chicago","Illinois",60612,2022,56.6,66.7,NA,2,2,3,NA,1,113.2,42.7,"2.9 days",2021,2022,57.8,62.1,87.7,90.2,27.7,37.2,58.3,81.9,41.870939,-87.699896,769,6.3,0,0,2.2,"80-100%"
"98",610122,"PEIRCE","Helen Peirce International Studies ES","Neighborhood","ES","1423 W BRYN MAWR AVE","Chicago","Illinois",60660,2022,96,62.4,4,4,4,2,2,4,NA,NA,NA,2021,2022,95.1,92.8,92.4,93.6,NA,NA,4.8,20.7,41.983456,-87.66585,0,0,0,0,0,"20-40%"
"99",610246,"BEASLEY","Edward Beasley Elementary Magnet Academic Center","Regional gifted center","ES","5255 S STATE ST","Chicago","Illinois",60609,2022,0.2,37,NA,NA,NA,NA,NA,NA,0.3,42.9,"2.3 days",2021,2022,85.7,88.3,87.5,92.6,NA,NA,2.3,40,41.798465,-87.625692,0,0,0,0,0,"20-40%"
"100",609761,"CORLISS HS","George H Corliss High School","Neighborhood","HS","821 E 103RD ST","Chicago","Illinois",60628,2022,54.3,64.5,3,3,4,4,3,1,37.8,18.3,"1.9 days",2021,2022,76.3,75.6,85.8,92.1,4.1,7.8,19.1,75,41.70666,-87.601216,787,10.5,6,1.4,6.3,"60-80%"
"101",610534,"SKINNER NORTH","Skinner North","Classical","ES","640 W SCOTT ST","Chicago","Illinois",60610,2022,45.6,33.3,NA,NA,NA,NA,NA,NA,0.4,3.2,"1.5 days",2021,2022,98.3,94.6,89.5,92.7,NA,NA,2.2,11.6,41.905109,-87.644841,0,0,0,0,0,"0-20%"
"102",610592,"ENGLEWOOD STEM HS","Englewood STEM High School","Neighborhood","HS","6835 S NORMAL","Chicago","Illinois",60621,2022,79.2,70.4,2,2,3,2,2,1,64.5,36.7,"2.8 days",2021,2022,71,68.9,83.4,91.1,4.3,10.4,19.6,85.1,41.770251,-87.639061,799,6.4,5.3,3.4,4.8,"80-100%"
"103",610112,"PARKER","Francis W Parker Elementary Community Academy","Neighborhood","ES","6800 S STEWART AVE","Chicago","Illinois",60621,2022,81.8,63.2,3,3,4,3,4,2,2.1,6,"2.4 days",2021,2022,90.8,86.1,88.6,91.5,NA,NA,19.9,53.5,41.77078,-87.634086,0,0,0,0,0,"40-60%"
"104",610090,"MURRAY","Phillip Murray Elementary Language Academy","Magnet","ES","5335 S KENWOOD AVE","Chicago","Illinois",60615,2022,NA,67.7,2,NA,NA,1,1,NA,0.4,0.6,"1.0 days",2021,2022,92,90.3,88.4,92.5,NA,NA,3.3,33.4,41.798535,-87.59334,0,0,0,0,0,"20-40%"
"105",610334,"RABY HS","Al Raby High School","Small","HS","3545 W FULTON BLVD","Chicago","Illinois",60624,2022,50.3,58.8,2,3,3,2,3,2,81,27.7,"2.0 days",2021,2022,67.3,66.3,89.1,91.8,1.7,2.5,11.8,94,41.88621,-87.715423,768,6.1,0,0,1.8,"80-100%"
"106",610195,"SUTHERLAND","Elizabeth H Sutherland Elementary School","Neighborhood","ES","10015 S LEAVITT ST","Chicago","Illinois",60643,2022,63.9,54,4,3,3,2,2,4,6.1,24.7,"1.2 days",2021,2022,95.7,92.5,90.9,91.7,NA,NA,5.4,22.3,41.711445,-87.676821,0,0,0,0,0,"20-40%"
"107",610513,"AIR FORCE HS","Air Force Academy High School","Military academy","HS","3630 S WELLS ST","Chicago","Illinois",60609,2022,81.3,90,3,3,4,2,3,2,1.2,3.6,"2.5 days",2021,2022,90,85.4,77,92.4,1.1,0.6,8.8,60.3,41.828145,-87.632757,866,22.7,13.5,16.3,16.7,"60-80%"
"108",610086,"MOUNT VERNON","Mount Vernon Elementary School","Neighborhood","ES","10540 S MORGAN ST","Chicago","Illinois",60643,2022,88.5,65.2,2,3,3,3,3,2,NA,NA,NA,2021,2022,86.6,84.7,92.4,93.6,NA,NA,11.1,54,41.701952,-87.647652,0,0,0,0,0,"40-60%"
"109",610544,"AZUELA","Mariano Azuela Elementary School","Neighborhood","ES","4707 W MARQUETTE RD","Chicago","Illinois",60629,2022,66,71.2,3,3,3,2,2,3,0.3,5,"1.5 days",2021,2022,93.4,89.6,84.2,91.3,NA,NA,7.6,39.9,41.771079,-87.73992,0,0,0,0,0,"20-40%"
"110",400156,"NOBLE - BUTLER HS","Noble - Butler College Prep","Charter","HS","821 E 103RD ST","Chicago","Illinois",60628,2022,77.9,74.3,2,3,4,2,2,2,NA,NA,NA,2021,2022,70.2,78.2,NA,NA,0.2,0.2,12.7,73.8,41.706667,-87.602573,828,17.5,11.2,11.3,13,"60-80%"
"111",610088,"MOZART","Wolfgang A Mozart Elementary School","Neighborhood","ES","2200 N HAMLIN AVE","Chicago","Illinois",60647,2022,81.6,68.5,4,3,3,3,3,2,0.2,1.5,"2.0 days",2021,2022,92.3,89.9,90.6,93.3,NA,NA,9,33.3,41.92091,-87.721888,0,0,0,0,0,"20-40%"
"112",609903,"EDWARDS","Richard Edwards Elementary School","Neighborhood","ES","4815 S KARLOV AVE","Chicago","Illinois",60632,2022,74.7,60.8,4,3,3,4,3,2,NA,NA,NA,2021,2022,92.9,88.5,90.6,93.2,NA,NA,8.3,42,41.805542,-87.725856,0,0,0,0,0,"40-60%"
"113",610137,"PRUSSING","Ernst Prussing Elementary School","Neighborhood","ES","4650 N MENARD AVE","Chicago","Illinois",60630,2022,86.8,59.3,3,2,3,2,2,2,0.2,0.9,"1.0 days",2021,2022,95.7,90.8,88.6,91.8,NA,NA,8.7,30.8,41.965619,-87.772414,0,0,0,0,0,"20-40%"
"114",610541,"LORCA","Federico Garcia Lorca Elementary School","Neighborhood","ES","3231 N SPRINGFIELD AVE","Chicago","Illinois",60618,2022,92.6,77,4,3,3,3,3,3,NA,NA,NA,2021,2022,91.7,90.4,92.4,92.8,NA,NA,9.3,35.8,41.940026,-87.724783,0,0,0,0,0,"20-40%"
"115",610363,"DISNEY","Walt Disney Magnet Elementary School","Magnet","ES","4140 N MARINE DR","Chicago","Illinois",60613,2022,75.3,64.8,3,3,4,3,2,3,0.5,3.8,"1.1 days",2021,2022,95.9,92.9,88.9,92.3,NA,NA,2.8,23.5,41.956816,-87.646083,0,0,0,0,0,"20-40%"
"116",609884,"DEVER","William E Dever Elementary School","Neighborhood","ES","3436 N OSCEOLA AVE","Chicago","Illinois",60634,2022,82.4,67.2,3,3,3,3,3,2,0.5,17.4,"2.0 days",2021,2022,93.6,91,89.3,93.5,NA,NA,7.4,30.6,41.942552,-87.813132,0,0,0,0,0,"20-40%"
"117",400060,"AHS - PASSAGES","Asian Human Services - Passages Charter School","Charter","ES","1643 W BRYN MAWR AVE","Chicago","Illinois",60660,2022,83.8,66.7,3,3,3,3,3,2,NA,NA,NA,2021,2022,94.8,88.8,NA,NA,NA,NA,11.6,45.1,41.983371,-87.67116,0,0,0,0,0,"40-60%"
"118",400104,"INSTITUTO - HEALTH","Instituto Health Sciences Career Academy","Charter","HS","2520 S WESTERN AVE","Chicago","Illinois",60608,2022,67,89.4,3,3,3,1,2,2,NA,NA,NA,2021,2022,97,79.9,NA,NA,0.2,1,13.5,63.6,41.845967,-87.68724,856,23.7,9.6,5.6,13.2,"60-80%"
"119",609806,"BRADWELL","Myra Bradwell Communications Arts & Sciences ES","Neighborhood","ES","7736 S BURNHAM AVE","Chicago","Illinois",60649,2022,90.7,87.2,3,3,3,3,3,2,3.3,9.2,"2.5 days",2021,2022,82.8,82.7,86.9,90,NA,NA,30.3,61.5,41.754365,-87.557142,0,0,0,0,0,"60-80%"
"120",610066,"MCDADE","James E McDade Elementary Classical School","Classical","ES","8801 S INDIANA AVE","Chicago","Illinois",60619,2022,93.1,76.5,3,3,4,2,2,3,NA,NA,NA,2021,2022,97.9,95.2,79.6,92.2,NA,NA,NA,8.4,41.73455,-87.619214,0,0,0,0,0,"0-20%"
"121",400054,"NOBLE - PRITZKER HS","Noble - Pritzker College Prep","Charter","HS","4131 W CORTLAND ST","Chicago","Illinois",60639,2022,55.3,60.4,4,4,4,2,3,2,NA,NA,NA,2021,2022,85.2,88.6,NA,NA,NA,0.3,3.8,39.5,41.915214,-87.730127,935,44.1,35,24.2,34.2,"20-40%"
"122",609942,"GOETHE","Johann W von Goethe Elementary School","Neighborhood","ES","2236 N ROCKWELL ST","Chicago","Illinois",60647,2022,72.8,62.9,4,3,3,3,4,3,NA,NA,NA,2021,2022,95,91.1,93.3,93.9,NA,NA,5.6,29.5,41.922831,-87.6929,0,0,0,0,0,"20-40%"
"123",610139,"PULLMAN","George M Pullman Elementary School","Neighborhood","ES","11311 S FORRESTVILLE AVE","Chicago","Illinois",60628,2022,61.4,75.7,2,3,4,2,2,2,0.6,6.5,"2.5 days",2021,2022,90.2,86.5,84.7,90.3,NA,NA,19.8,52.1,41.688819,-87.609431,0,0,0,0,0,"40-60%"
"124",610135,"PORTAGE PARK","Portage Park Elementary School","Neighborhood","ES","5330 W BERTEAU AVE","Chicago","Illinois",60641,2022,93.4,67.1,3,3,4,2,3,3,0.8,7.2,"1.5 days",2021,2022,94.9,90.7,91.9,93.8,NA,NA,6.2,32.7,41.956988,-87.761007,0,0,0,0,0,"20-40%"
"125",610193,"NEW SULLIVAN","William K New Sullivan Elementary School","Neighborhood","ES","8331 S MACKINAW AVE","Chicago","Illinois",60617,2022,73.6,61.8,3,3,4,3,3,2,4.3,35.3,"2.2 days",2021,2022,87.5,86,82.6,91.3,NA,NA,21.3,50.3,41.743829,-87.542928,0,0,0,0,0,"40-60%"
"126",610097,"NIXON","William P Nixon Elementary School","Neighborhood","ES","2121 N KEELER AVE","Chicago","Illinois",60639,2022,87.4,70.4,3,3,3,3,3,2,0.2,2.2,"2.0 days",2021,2022,91.1,88.9,88.6,92,NA,NA,13.1,45.8,41.919581,-87.73142,0,0,0,0,0,"40-60%"
"127",610101,"OGDEN ES","William B Ogden Elementary School","Neighborhood","ES","24 W WALTON ST","Chicago","Illinois",60610,2022,79.6,47.7,NA,3,3,NA,NA,3,6.3,7.5,"1.5 days",2021,2022,92.3,88,NA,NA,NA,NA,14.1,40.7,41.899976,-87.629297,0,0,0,0,0,"40-60%"
"128",610383,"SOCIAL JUSTICE HS","Greater Lawndale High School For Social Justice","Small","HS","3120 S KOSTNER AVE","Chicago","Illinois",60623,2022,78.3,61.3,3,3,3,3,3,1,23.8,54.5,"1.4 days",2021,2022,77.7,75,79.2,91.1,3.8,7.1,13.4,76.7,41.833507,-87.735299,867,15.2,4.4,10.3,9.6,"60-80%"
"129",609817,"BUDLONG","Lyman A Budlong Elementary School","Neighborhood","ES","2701 W FOSTER AVE","Chicago","Illinois",60625,2022,77.7,71,4,4,4,2,2,3,0.6,8.7,"1.8 days",2021,2022,95.9,91.7,90.8,93.3,NA,NA,9.1,25.9,41.975754,-87.696556,0,0,0,0,0,"20-40%"
"130",609872,"PEREZ","Manuel Perez Elementary School","Neighborhood","ES","1241 W 19TH ST","Chicago","Illinois",60608,2022,58.8,73.3,3,4,4,2,3,4,NA,NA,NA,2021,2022,92.4,91.4,94.7,96.2,NA,NA,6.9,34.3,41.856029,-87.65798,0,0,0,0,0,"20-40%"
"131",609928,"FULLER","Melville W Fuller Elementary School","Neighborhood","ES","4214 S ST LAWRENCE AVE","Chicago","Illinois",60653,2022,85.4,52.6,1,2,4,3,2,2,2.5,20,"2.1 days",2021,2022,86.1,84.6,88.6,93.1,NA,NA,10,62.3,41.818003,-87.611784,0,0,0,0,0,"60-80%"
"132",400077,"U OF C - WOODLAWN HS","University of Chicago - Woodlawn","Charter","HS","6300 S UNIVERSITY AVE","Chicago","Illinois",60637,2022,53.2,61.8,3,3,4,3,2,1,NA,NA,NA,2021,2022,86.5,85.7,NA,NA,5.8,3.1,7.2,54.8,41.77813,-87.598114,846,18.1,6.7,7.8,11.6,"40-60%"
"133",609746,"KENWOOD HS","Kenwood Academy High School","Neighborhood","HS","5015 S BLACKSTONE AVE","Chicago","Illinois",60615,2022,86.4,58.5,5,4,5,3,4,3,8,22.7,"2.2 days",2021,2022,89.6,90.4,85.4,92.2,0.8,2,4.2,33,41.803772,-87.590421,973,60.7,51.1,40,50.5,"20-40%"
"134",610092,"NASH","Henry H Nash Elementary School","Neighborhood","ES","4837 W ERIE ST","Chicago","Illinois",60644,2022,68,71,2,3,3,3,2,2,NA,NA,NA,2021,2022,80.4,86.6,87.3,92.1,NA,NA,32.2,49.5,41.89181,-87.747936,0,0,0,0,0,"40-60%"
"135",609782,"AUDUBON","John J Audubon Elementary School","Neighborhood","ES","3500 N HOYNE AVE","Chicago","Illinois",60618,2022,92.3,48.9,NA,4,4,NA,NA,4,NA,NA,NA,2021,2022,97.5,94.2,93.4,93.6,NA,NA,4.9,13.6,41.945062,-87.681041,0,0,0,0,0,"0-20%"
"136",609971,"HARVARD","John Harvard Elementary School of Excellence","Neighborhood","ES","7525 S HARVARD","Chicago","Illinois",60620,2022,39.8,66.7,1,NA,NA,2,1,NA,0.3,0.5,"5.0 days",2021,2022,81.4,86.9,89.2,91.5,NA,NA,28.2,51.3,41.757341,-87.632737,0,0,0,0,0,"40-60%"
"137",610153,"RYDER","William H Ryder Math & Science Specialty ES","Neighborhood","ES","8716 S WALLACE ST","Chicago","Illinois",60620,2022,86.4,66.7,4,5,5,4,4,5,NA,NA,NA,2021,2022,96.1,89.6,82.3,91.1,NA,NA,17,41.1,41.735379,-87.638843,0,0,0,0,0,"40-60%"
"138",609891,"DOOLITTLE","James R Doolittle Jr Elementary School","Neighborhood","ES","535 E 35TH ST","Chicago","Illinois",60616,2022,93.3,80,3,3,4,3,3,2,1.3,5,"2.0 days",2021,2022,90.9,88.1,95.8,95.1,NA,NA,18.9,49,41.831121,-87.612275,0,0,0,0,0,"40-60%"
"139",400033,"CICS - LONGWOOD","CICS - Longwood","Charter","HS","1309 W 95TH ST","Chicago","Illinois",60643,2022,52.6,49.1,NA,3,3,NA,NA,2,NA,NA,NA,2021,2022,84,81.6,NA,NA,4.9,11.2,14.7,69.6,41.721221,-87.655768,800,15,6.5,1.4,7.8,"60-80%"
"140",610226,"SANDOVAL","Socorro Sandoval Elementary School","Neighborhood","ES","5534 S SAINT LOUIS AVE","Chicago","Illinois",60629,2022,97.6,84.6,4,4,5,3,3,2,NA,NA,NA,2021,2022,93.8,89,85.8,93.1,NA,NA,7.6,41.6,41.792346,-87.710987,0,0,0,0,0,"40-60%"
"141",400178,"MOVING EVEREST","Moving Everest Charter School","Charter","ES","416 N LARAMIE AVE","Chicago","Illinois",60644,2022,1.1,39.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,2022,83.6,86.7,NA,NA,NA,NA,6.9,47.2,41.888259,-87.755281,0,0,0,0,0,"40-60%"
"142",610188,"DUNNE","Dunne Technology Academy","Neighborhood","ES","10845 S UNION AVE","Chicago","Illinois",60628,2022,97.2,88,4,5,5,5,5,5,6,42.9,"2.6 days",2021,2022,96.1,91.3,83.8,92,NA,NA,7.3,32.9,41.696496,-87.639974,0,0,0,0,0,"20-40%"
"143",610095,"NEWBERRY","Walter L Newberry Math & Science Academy ES","Magnet","ES","700 W WILLOW ST","Chicago","Illinois",60614,2022,58.9,55.3,4,4,5,3,4,4,1.1,4.9,"1.3 days",2021,2022,93.6,88.5,89.4,92.5,NA,NA,5.5,43.4,41.913947,-87.64599,0,0,0,0,0,"40-60%"
"144",609972,"HAUGAN","Helge A Haugan Elementary School","Neighborhood","ES","4540 N HAMLIN AVE","Chicago","Illinois",60625,2022,90.2,82,3,3,3,3,2,2,3.4,36.7,"1.9 days",2021,2022,92.7,91.3,88.1,92.9,NA,NA,10.3,29.1,41.964029,-87.723128,0,0,0,0,0,"20-40%"
"145",609981,"HEARST","Phoebe Apperson Hearst Elementary School","Neighborhood","ES","4640 S LAMON AVE","Chicago","Illinois",60638,2022,77.1,43.2,NA,2,2,NA,NA,2,6.1,24.1,"1.3 days",2021,2022,88.6,87.3,90.9,93.2,NA,NA,18.5,47.3,41.808175,-87.745726,0,0,0,0,0,"40-60%"
"146",610180,"SMYTH","John M Smyth Elementary School","Magnet","ES","1059 W 13TH ST","Chicago","Illinois",60608,2022,61.1,52,3,3,4,3,3,2,7.7,46.8,"1.5 days",2021,2022,81.6,86.3,91.4,92.9,NA,NA,19.8,48.6,41.865351,-87.653445,0,0,0,0,0,"40-60%"
