"","school_id","short_name","long_name","school_type","primary_category","address","city","state","zip","progress_report_year","school_survey_student_response_rate_pct","school_survey_teacher_response_rate_pct","school_survey_involved_families","school_survey_supportive_environment","school_survey_ambitious_instruction","school_survey_effective_leaders","school_survey_collaborative_teachers","school_survey_safety","suspensions_per_100_students_year_2_pct","misconducts_to_suspensions_year_2_pct","average_length_suspension_year_2_pct","behavior_discipline_year_1","behavior_discipline_year_2","student_attendance_year_1_pct","student_attendance_year_2_pct","teacher_attendance_year_1_pct","teacher_attendance_year_2_pct","one_year_dropout_rate_year_1_pct","one_year_dropout_rate_year_2_pct","mobility_rate_pct","chronic_truancy_pct","school_latitude","school_longitude","sat_grade_11_score_school_avg","attainment_psat_grade_9_school_pct","attainment_psat_grade_10_school_pct","attainment_sat_grade_11_school_pct","attainment_all_grades_school_pct","truancy_bin"
"147",610329,"OROZCO","Orozco Fine Arts & Sciences Elementary School","Neighborhood","ES","1940 W 18TH ST","Chicago","Illinois",60608,2022,95.3,55,3,4,5,2,2,4,NA,NA,NA,2021,2022,96.7,93.7,90.6,92.8,NA,NA,NA,15.5,41.857755,-87.67521,0,0,0,0,0,"0-20%"
"148",400094,"EPIC HS","EPIC Academy Charter High School","Charter","HS","8255 S HOUSTON AVE","Chicago","Illinois",60617,2022,54,73.3,2,3,3,1,2,1,NA,NA,NA,2021,2022,81,78.6,NA,NA,3.7,5.7,11.2,62.3,41.744849,-87.550222,816,11.8,3.4,5.2,6.3,"60-80%"
"149",609779,"ARMSTRONG G","George Armstrong International Studies ES","Neighborhood","ES","2110 W GREENLEAF AVE","Chicago","Illinois",60645,2022,93.5,73,4,4,4,4,4,3,0.5,17.6,"1.7 days",2021,2022,94,91.4,90.8,92.6,NA,NA,13,29.4,42.01015,-87.684442,0,0,0,0,0,"20-40%"
"150",610145,"REINBERG","Peter A Reinberg Elementary School","Neighborhood","ES","3425 N MAJOR AVE","Chicago","Illinois",60634,2022,82.1,50.6,3,3,4,3,3,3,NA,NA,NA,2021,2022,93.1,89.8,89,92.8,NA,NA,7.1,38.2,41.943019,-87.768983,0,0,0,0,0,"20-40%"
"151",609929,"FULTON","Robert Fulton Elementary School","Neighborhood","ES","5300 S HERMITAGE AVE","Chicago","Illinois",60609,2022,82.9,74.4,2,3,5,1,2,3,NA,NA,NA,2021,2022,89.5,87.8,89,93.1,NA,NA,19.3,41.2,41.79758,-87.668436,0,0,0,0,0,"40-60%"
"152",609976,"HAYT","Stephen K Hayt Elementary School","Neighborhood","ES","1518 W GRANVILLE AVE","Chicago","Illinois",60660,2022,45.9,65,3,NA,NA,2,2,NA,0.1,2.7,"1.0 days",2021,2022,94,90.7,91.3,93.2,NA,NA,13.9,30.9,41.994541,-87.668504,0,0,0,0,0,"20-40%"
"153",610221,"WEBSTER","Daniel Webster Elementary School","Neighborhood","ES","4055 W ARTHINGTON ST","Chicago","Illinois",60624,2022,52.3,72,4,4,4,4,3,3,NA,NA,NA,2021,2022,88.2,88.6,89.9,93.2,NA,NA,13.2,47.8,41.869916,-87.727524,0,0,0,0,0,"40-60%"
"154",609943,"OWENS","Jesse Owens Elementary Community Academy","Neighborhood","ES","12302 S STATE ST","Chicago","Illinois",60628,2022,82.4,54.8,2,4,5,3,2,3,5.1,4.2,"1.7 days",2021,2022,82.5,85.6,84.4,91,NA,NA,17.3,53.6,41.670618,-87.622546,0,0,0,0,0,"40-60%"
"155",609863,"COLUMBUS","Christopher Columbus Elementary School","Neighborhood","ES","1003 N LEAVITT ST","Chicago","Illinois",60622,2022,96.7,99.9,5,3,4,3,3,4,1.7,12.5,"1.5 days",2021,2022,97.1,91.2,90.7,93.5,NA,NA,14.9,29.8,41.899566,-87.681938,0,0,0,0,0,"20-40%"
"156",610256,"ROBINSON","Jackie Robinson Elementary School","Neighborhood","ES","4225 S LAKE PARK AVE","Chicago","Illinois",60653,2022,NA,58.8,NA,NA,NA,4,3,NA,2.7,50,"1.3 days",2021,2022,87.1,87.9,89.1,91.9,NA,NA,22.2,45.7,41.817349,-87.599067,0,0,0,0,0,"40-60%"
"157",609712,"HIRSCH HS","Emil G Hirsch Metropolitan High School","Neighborhood","HS","7740 S INGLESIDE AVE","Chicago","Illinois",60619,2022,91.7,79,4,3,3,3,4,2,31,17.4,"2.9 days",2021,2022,58.3,71.6,82,88.6,12.1,15.7,35.2,74.7,41.753748,-87.601727,713,0,7.7,0,1.7,"60-80%"
"158",610213,"WADSWORTH","James Wadsworth Elementary School","Neighborhood","ES","6650 S ELLIS AVE","Chicago","Illinois",60637,2022,87.6,63.3,3,3,4,2,2,4,NA,NA,NA,2021,2022,93.5,85.8,86.8,91.1,NA,NA,21,51.9,41.773478,-87.601018,0,0,0,0,0,"40-60%"
"159",400092,"CICS - BOND","CICS - Lloyd Bond","Charter","ES","13300 S LANGLEY AVE","Chicago","Illinois",60827,2022,63,54.2,3,3,4,4,3,2,NA,NA,NA,2021,2022,82.8,80.5,NA,NA,NA,NA,15.1,70.2,41.653663,-87.605039,0,0,0,0,0,"60-80%"
"160",609680,"PAYTON HS","Walter Payton College Preparatory High School","Selective enrollment","HS","1034 N WELLS ST","Chicago","Illinois",60610,2022,15.9,58,4,NA,NA,1,2,NA,0.3,13.8,"1.8 days",2021,2022,91.6,91.6,84.3,92,0.1,0.4,NA,29.8,41.901575,-87.635385,1366,92.6,94,98.5,94.9,"20-40%"
"161",609988,"HENRY","Patrick Henry Elementary School","Neighborhood","ES","4250 N SAINT LOUIS AVE","Chicago","Illinois",60618,2022,87.9,91.7,4,3,3,4,3,3,NA,NA,NA,2021,2022,92.9,90.5,84.8,90.8,NA,NA,10.5,34.7,41.958989,-87.715632,0,0,0,0,0,"20-40%"
"162",609937,"GARVY","John W Garvy Elementary School","Neighborhood","ES","5225 N OAK PARK AVE","Chicago","Illinois",60656,2022,99.9,82.5,4,3,4,4,4,3,2,11.3,"1.8 days",2021,2022,96.6,93,94,94,NA,NA,3.9,19.9,41.976352,-87.796235,0,0,0,0,0,"0-20%"
"163",610179,"SMYSER","Washington D Smyser Elementary School","Neighborhood","ES","4310 N MELVINA AVE","Chicago","Illinois",60634,2022,89.9,86.7,3,4,4,3,3,3,1.8,28.6,"1.7 days",2021,2022,94.4,90.9,93.3,93.5,NA,NA,6.1,31.5,41.958868,-87.781975,0,0,0,0,0,"20-40%"
"164",609734,"TAFT HS","William Howard Taft High School","Neighborhood","HS","6530 W BRYN MAWR AVE","Chicago","Illinois",60631,2022,1.1,37,NA,NA,NA,NA,NA,NA,1.3,2.5,"1.6 days",2021,2022,87.7,84.3,87.1,92.2,1.3,1.5,6.3,50.6,41.982961,-87.791547,969,56.6,48.5,41.5,48.8,"40-60%"
"165",610115,"PARK MANOR","Park Manor Elementary School","Neighborhood","ES","7037 S RHODES AVE","Chicago","Illinois",60637,2022,89.9,82.8,3,3,4,4,4,2,2.4,19.4,"2.7 days",2021,2022,92.5,89.3,89.9,91.8,NA,NA,25.2,37.5,41.766477,-87.611546,0,0,0,0,0,"20-40%"
"166",610547,"SOUTH SHORE INTL HS","South Shore Intl College Prep High School","Selective enrollment","HS","1955 E 75TH ST","Chicago","Illinois",60649,2022,49.9,54.4,2,3,4,2,2,2,10.6,68.2,"3.1 days",2021,2022,77.6,79.1,82.3,90.8,1.8,4.5,6.3,73.8,41.758792,-87.576353,893,17.9,33.3,13.3,21.2,"60-80%"
"167",610054,"MARSH","John L Marsh Elementary School","Neighborhood","ES","9822 S EXCHANGE AVE","Chicago","Illinois",60617,2022,95,75.8,2,3,3,2,2,2,0.2,6.3,"2.0 days",2021,2022,89.8,87.7,88.8,91.2,NA,NA,6,45.8,41.716588,-87.552483,0,0,0,0,0,"40-60%"
"168",610093,"NEIL","Jane A Neil Elementary School","Neighborhood","ES","8555 S MICHIGAN AVE","Chicago","Illinois",60619,2022,99.9,56.9,3,3,4,3,3,2,4,28.6,"2.7 days",2021,2022,84.4,82.6,85.4,91.5,NA,NA,11.8,44.6,41.738407,-87.620933,0,0,0,0,0,"40-60%"
"169",400097,"NOBLE - BULLS HS","Noble - Chicago Bulls College Prep","Charter","HS","2040 W ADAMS ST","Chicago","Illinois",60612,2022,77.6,75,3,3,4,3,2,2,NA,NA,NA,2021,2022,78,83.5,NA,NA,0.2,0.7,6.9,60.5,41.878809,-87.678195,903,30.4,26.2,21.7,25.9,"60-80%"
"170",609737,"VON STEUBEN HS","Friedrich W von Steuben Metropolitan Science HS","Magnet","HS","5039 N KIMBALL AVE","Chicago","Illinois",60625,2022,86.4,75.4,3,3,4,2,3,2,1.6,8,"1.8 days",2021,2022,88.5,87.5,86.5,92.1,0.4,0.6,3.2,43.7,41.973185,-87.713386,1003,63.4,57.9,49.3,57.2,"40-60%"
"171",609676,"DUNBAR HS","Paul Laurence Dunbar Career Academy High School","Career academy","HS","3000 S KING DR","Chicago","Illinois",60616,2022,69.5,68.4,3,3,4,3,3,1,4.5,18.3,"3.1 days",2021,2022,64.8,71.3,81.6,91.9,2.8,3.7,14.1,85.3,41.840226,-87.617637,778,3.5,3.9,0,2.4,"80-100%"
"172",609848,"ALDRIDGE","Ira F Aldridge Elementary School","Neighborhood","ES","630 E 131ST ST","Chicago","Illinois",60827,2022,93.7,80.8,2,3,4,4,4,2,1.3,7.7,"2.0 days",2021,2022,82.3,82.5,90.4,93.4,NA,NA,24.2,73.7,41.657405,-87.606474,0,0,0,0,0,"60-80%"
"173",400079,"ACERO - ZIZUMBO","Acero Charter Schools - SPC Daniel Zizumbo","Charter","ES","4248 W 47TH ST","Chicago","Illinois",60632,2022,95.7,89.5,3,3,3,3,2,3,NA,NA,NA,2021,2022,92.5,91.1,NA,NA,NA,NA,7,29.5,41.810135,-87.730495,0,0,0,0,0,"20-40%"
"174",609741,"HUBBARD HS","Gurdon S Hubbard High School","Neighborhood","HS","6200 S HAMLIN AVE","Chicago","Illinois",60629,2022,83,59.5,3,3,3,3,3,1,7.9,13.3,"1.8 days",2021,2022,88.1,80.8,82.6,92.5,1.8,4.7,9.8,67.3,41.780526,-87.718014,882,26,21.7,15.8,21.5,"60-80%"
"175",609788,"BARNARD","Alice L Barnard Computer Math & Science Ctr ES","Neighborhood","ES","10354 S CHARLES ST","Chicago","Illinois",60643,2022,96.6,80.8,2,2,2,2,2,1,22,25,"1.4 days",2021,2022,92.2,88.9,92.7,92.3,NA,NA,6.3,41.6,41.705131,-87.658074,0,0,0,0,0,"40-60%"
"176",609772,"ADDAMS","Jane Addams Elementary School","Neighborhood","ES","10810 S AVENUE H","Chicago","Illinois",60617,2022,73.4,59.6,3,3,3,3,3,3,0.9,12.5,"1.0 days",2021,2022,93.2,89.4,89.2,91.8,NA,NA,6.3,41.2,41.698739,-87.532976,0,0,0,0,0,"40-60%"
"177",610203,"MONARCAS","Monarcas Academy","Neighborhood","ES","5815 S HOMAN AVE","Chicago","Illinois",60629,2022,77.7,54.2,4,4,4,3,2,2,NA,NA,NA,2021,2022,91,90.1,90.4,93.5,NA,NA,8.6,39,41.787523,-87.708179,0,0,0,0,0,"20-40%"
"178",610192,"STOWE","Harriet Beecher Stowe Elementary School","Neighborhood","ES","3444 W WABANSIA AVE","Chicago","Illinois",60647,2022,79,67.9,3,2,2,2,2,2,9.1,52,"1.3 days",2021,2022,89.6,88.7,90.1,93.2,NA,NA,12.9,43.5,41.911938,-87.713318,0,0,0,0,0,"40-60%"
"179",609864,"COOK","John W Cook Elementary School","Neighborhood","ES","8150 S BISHOP ST","Chicago","Illinois",60620,2022,99.9,58.8,1,3,3,1,1,2,1.3,13.8,"1.0 days",2021,2022,88.1,87.9,80,89,NA,NA,24.8,50.4,41.745237,-87.659775,0,0,0,0,0,"40-60%"
"180",609719,"LAKE VIEW HS","Lake View High School","Neighborhood","HS","4015 N ASHLAND AVE","Chicago","Illinois",60613,2022,68.2,60.2,3,3,4,2,3,2,12.8,8.7,"1.8 days",2021,2022,79.1,77.9,84.4,92.5,0.7,1.5,11.5,65.4,41.954764,-87.668953,918,36.5,24.7,28.3,30.3,"60-80%"
"181",610074,"MONROE","James Monroe Elementary School","Neighborhood","ES","3651 W SCHUBERT AVE","Chicago","Illinois",60647,2022,91.6,72.1,3,3,3,2,2,2,0.3,3.4,"2.0 days",2021,2022,94,88.9,89,92.7,NA,NA,6.4,45.9,41.929989,-87.719224,0,0,0,0,0,"40-60%"
"182",610228,"WHITTIER","John Greenleaf Whittier Elementary School","Neighborhood","ES","1900 W 23RD ST","Chicago","Illinois",60608,2022,87.6,91.3,3,3,3,4,3,2,NA,NA,NA,2021,2022,93,87.8,86.3,93.3,NA,NA,6.8,42.8,41.850481,-87.673392,0,0,0,0,0,"40-60%"
"183",610017,"SAUCEDO","Maria Saucedo Elementary Scholastic Academy","Magnet","ES","2850 W 24TH BLVD","Chicago","Illinois",60623,2022,82.3,72.3,3,3,2,2,1,2,0.1,9.1,"1.0 days",2021,2022,94.3,88.3,90.1,91.8,NA,NA,4.3,43.3,41.847941,-87.697316,0,0,0,0,0,"40-60%"
"184",400075,"U OF C - DONOGHUE","University of Chicago - Donoghue","Charter","ES","707 E 37TH ST","Chicago","Illinois",60653,2022,92.8,86.7,3,3,4,3,3,2,NA,NA,NA,2021,2022,92,89.1,NA,NA,NA,NA,7.4,42,41.827726,-87.608501,0,0,0,0,0,"40-60%"
"185",609908,"ESMOND","Esmond Elementary School","Neighborhood","ES","1865 W MONTVALE AVE","Chicago","Illinois",60643,2022,70.1,63.6,4,3,3,3,3,2,1.1,9.7,"1.3 days",2021,2022,91.8,84.4,82.7,91,NA,NA,12.5,58.3,41.68942,-87.669159,0,0,0,0,0,"40-60%"
"186",609718,"KENNEDY HS","John F Kennedy High School","Neighborhood","HS","6325 W 56TH ST","Chicago","Illinois",60638,2022,73.4,73.1,3,3,3,2,2,2,4.7,94.4,"1.8 days",2021,2022,82.2,80.3,87.4,92.2,3.1,7,11.4,66.5,41.789961,-87.78084,898,35.2,28,22,28.7,"60-80%"
"187",609955,"GRESHAM","Walter Q Gresham Elementary School","Neighborhood","ES","8524 S GREEN ST","Chicago","Illinois",60620,2022,96,94.9,2,3,3,3,3,2,1.1,33.3,"1.8 days",2021,2022,90.3,90.7,89.2,91.6,NA,NA,14.5,31.1,41.73892,-87.645025,0,0,0,0,0,"20-40%"
"188",400157,"NOBLE - BAKER HS","Noble - Baker College Prep","Charter","HS","2710 E 89TH ST","Chicago","Illinois",60617,2022,55.2,94.7,4,4,3,3,3,2,NA,NA,NA,2021,2022,71.2,77.2,NA,NA,1.2,6.8,26.3,76.9,41.734622,-87.556201,869,15.8,13.3,16.7,15.4,"60-80%"
"189",610539,"CAMRAS","Marvin Camras Elementary School","Neighborhood","ES","3000 N MANGO AVE","Chicago","Illinois",60634,2022,68.4,55.8,3,3,3,3,3,2,NA,NA,NA,2021,2022,92.9,90.6,86.2,91.9,NA,NA,5.4,38.1,41.934931,-87.770127,0,0,0,0,0,"20-40%"
"190",609921,"TELPOCHCALLI","Telpochcalli Elementary School","Neighborhood","ES","2832 W 24TH BLVD","Chicago","Illinois",60623,2022,55.6,25,NA,3,3,NA,NA,3,NA,NA,NA,2021,2022,90.9,87.7,81.5,90.7,NA,NA,10.3,40.2,41.847947,-87.696006,0,0,0,0,0,"40-60%"
"191",400169,"NOBLE - ITW SPEER HS","Noble - ITW David Speer Academy","Charter","HS","5321 W GRAND AVE","Chicago","Illinois",60639,2022,80.4,63.8,4,4,4,3,2,2,NA,NA,NA,2021,2022,79,86.4,NA,NA,1.5,0.7,2.3,48.4,41.92563,-87.769808,922,41.7,21.5,25.5,29.6,"40-60%"
"192",610111,"PALMER","John Palmer Elementary School","Neighborhood","ES","5051 N KENNETH AVE","Chicago","Illinois",60630,2022,96.9,55.7,3,3,4,2,2,3,1.5,15.9,"2.2 days",2021,2022,95,91.3,90.7,91.9,NA,NA,6.8,28.1,41.973289,-87.739213,0,0,0,0,0,"20-40%"
"193",610078,"INTER-AMERICAN","Inter-American Elementary Magnet School","Magnet","ES","851 W WAVELAND AVE","Chicago","Illinois",60613,2022,87.7,63.3,4,3,4,2,3,3,NA,NA,NA,2021,2022,96.8,92.6,88.9,92.2,NA,NA,4.2,22.3,41.949003,-87.651573,0,0,0,0,0,"20-40%"
"194",610524,"ALCOTT HS","Louisa May Alcott College Preparatory HS","Small","HS","2957 N HOYNE AVE","Chicago","Illinois",60618,2022,90.5,59.5,5,4,4,5,5,3,20.9,33.8,"1.5 days",2021,2022,80.3,84.6,84.6,93,0.3,1.8,6.5,54.5,41.935795,-87.680562,872,40.7,30.3,15.6,32.3,"40-60%"
"195",610548,"STEM","STEM Magnet Academy","Magnet","ES","1522 W FILLMORE ST","Chicago","Illinois",60607,2022,1,47.2,NA,NA,NA,NA,NA,NA,1.8,29.2,"2.4 days",2021,2022,97.9,93.6,84.3,91.9,NA,NA,2.8,17.7,41.868576,-87.664969,0,0,0,0,0,"0-20%"
"196",610263,"DULLES","John Foster Dulles Elementary School","Neighborhood","ES","6311 S CALUMET AVE","Chicago","Illinois",60637,2022,54.6,68.8,2,2,3,3,3,1,4.3,29.7,"2.0 days",2021,2022,91.7,89.3,92.9,93.1,NA,NA,23.2,42.2,41.7799,-87.617214,0,0,0,0,0,"40-60%"
"197",609952,"GREENE","Nathanael Greene Elementary School","Neighborhood","ES","3525 S HONORE ST","Chicago","Illinois",60609,2022,97.8,80,4,5,5,4,4,5,NA,NA,NA,2021,2022,93.7,91.4,92.3,93.5,NA,NA,8.8,30.6,41.829669,-87.671492,0,0,0,0,0,"20-40%"
"198",610144,"REILLY","Frank W Reilly Elementary School","Neighborhood","ES","3650 W SCHOOL ST","Chicago","Illinois",60618,2022,90.7,75.8,3,3,3,3,3,3,1,15.4,"1.5 days",2021,2022,94.7,91.1,89.6,93.6,NA,NA,8.6,29.5,41.941094,-87.719541,0,0,0,0,0,"20-40%"
"199",609851,"CHALMERS","Thomas Chalmers Specialty Elementary School","Neighborhood","ES","2745 W ROOSEVELT RD","Chicago","Illinois",60608,2022,54.4,53.3,2,4,4,2,2,2,1.4,3.1,"2.7 days",2021,2022,90.6,88.8,90.1,91.4,NA,NA,11.4,50.7,41.866435,-87.695259,0,0,0,0,0,"40-60%"
"200",400068,"PLATO","Plato Learning Academy","Contract","ES","5545 W HARRISON ST","Chicago","Illinois",60644,2022,60.2,81,2,3,4,3,2,2,3.6,8.9,"2.1 days",2021,2022,88,90.1,NA,NA,NA,NA,10.3,35.7,41.87276,-87.763337,0,0,0,0,0,"20-40%"
"201",609967,"FINKL","William F Finkl Elementary School","Neighborhood","ES","2332 S WESTERN AVE","Chicago","Illinois",60608,2022,98.2,80.6,4,2,3,3,3,2,3.2,21.2,"1.7 days",2021,2022,91.9,87.1,88.2,93.7,NA,NA,17.2,44.1,41.849215,-87.685668,0,0,0,0,0,"40-60%"
"202",609925,"KELLMAN","Joseph Kellman Corporate Community ES","Neighborhood","ES","3030 W ARTHINGTON ST","Chicago","Illinois",60612,2022,84.6,90.9,3,3,3,3,3,2,NA,NA,NA,2021,2022,93.6,89.6,87.3,93.3,NA,NA,7.1,36.7,41.870168,-87.702163,0,0,0,0,0,"20-40%"
"203",610249,"TALMAN","Talman Elementary School","Neighborhood","ES","5450 S TALMAN AVE","Chicago","Illinois",60632,2022,52.6,67.4,4,4,4,3,3,3,1.2,21.1,"2.3 days",2021,2022,92.4,87.9,90.8,92.5,NA,NA,5.1,40.9,41.794048,-87.690261,0,0,0,0,0,"40-60%"
"204",610197,"TALCOTT","Mancel Talcott Elementary School","Neighborhood","ES","1840 W OHIO ST","Chicago","Illinois",60622,2022,54.5,69.8,3,3,3,2,3,3,NA,NA,NA,2021,2022,95.7,92.2,87.6,91.9,NA,NA,6.3,25.3,41.892405,-87.673723,0,0,0,0,0,"20-40%"
"205",400116,"MONTESSORI ENGLEWOOD","The Montessori School of Englewood Charter","Charter","ES","6936 S HERMITAGE AVE","Chicago","Illinois",60636,2022,60.6,62.2,3,3,4,3,3,1,NA,NA,NA,2021,2022,86.6,86.4,NA,NA,NA,NA,18.6,59.4,41.774572,-87.676147,0,0,0,0,0,"40-60%"
"206",609751,"KING HS","Dr  Martin Luther King  Jr  College Prep HS","Selective enrollment","HS","4445 S DREXEL BLVD","Chicago","Illinois",60653,2022,71.8,71.7,4,3,3,2,2,2,1.6,15.9,"2.0 days",2021,2022,92.2,89.1,91.5,94.1,0.4,1,3.9,39.9,41.813675,-87.603874,955,34.6,42.3,34,36.1,"20-40%"
"207",610299,"KING ES","Dr. Martin L. King Jr Academy of Social Justice","Neighborhood","ES","644 W 71ST ST","Chicago","Illinois",60621,2022,87.6,85.7,3,3,4,4,4,2,2,12.8,"1.6 days",2021,2022,88.5,86.6,88.9,95.4,NA,NA,25.6,51.2,41.765335,-87.641335,0,0,0,0,0,"40-60%"
"208",609941,"RANDOLPH","Asa Philip Randolph Elementary School","Magnet","ES","7316 S HOYNE AVE","Chicago","Illinois",60636,2022,89.8,47.2,NA,3,3,NA,NA,2,0.3,3.1,"2.0 days",2021,2022,89,88.5,84.8,91.9,NA,NA,19.8,43.8,41.760614,-87.675966,0,0,0,0,0,"40-60%"
"209",610104,"ONAHAN","William J Onahan Elementary School","Neighborhood","ES","6634 W RAVEN ST","Chicago","Illinois",60631,2022,88.3,86,4,4,4,3,3,3,NA,NA,NA,2021,2022,96.8,92.8,94.1,94.8,NA,NA,6.6,21.4,41.99379,-87.793108,0,0,0,0,0,"20-40%"
"210",400030,"CICS - WEST BELDEN","CICS - West Belden","Charter","ES","2245 N MCVICKER AVE","Chicago","Illinois",60639,2022,87.5,99.9,3,3,4,3,4,3,NA,NA,NA,2021,2022,96.7,91.9,NA,NA,NA,NA,2.2,29.1,41.921687,-87.776749,0,0,0,0,0,"20-40%"
"211",609803,"BLAINE","James G Blaine Elementary School","Neighborhood","ES","1420 W GRACE ST","Chicago","Illinois",60613,2022,89.6,71.2,3,3,3,2,2,4,0.6,25,"2.3 days",2021,2022,98.3,94.5,91.1,92.3,NA,NA,7.2,12.1,41.950781,-87.664968,0,0,0,0,0,"0-20%"
"212",609912,"FARNSWORTH","James B Farnsworth Elementary School","Neighborhood","ES","5414 N LINDER AVE","Chicago","Illinois",60630,2022,82.1,58.6,3,3,3,3,3,3,NA,NA,NA,2021,2022,94.8,89.8,93.6,93.9,NA,NA,7.2,27.8,41.97979,-87.766072,0,0,0,0,0,"20-40%"
"213",610227,"WHITNEY","Eli Whitney Elementary School","Neighborhood","ES","2815 S KOMENSKY AVE","Chicago","Illinois",60623,2022,94.6,66.1,3,3,3,3,3,2,NA,NA,NA,2021,2022,91.7,89.7,88.7,93,NA,NA,9.5,37.1,41.84008,-87.725546,0,0,0,0,0,"20-40%"
"214",610518,"AUSTIN CCA HS","Austin College and Career Academy High School","Small","HS","231 N PINE AVE","Chicago","Illinois",60644,2022,79.1,85.7,2,3,3,3,3,2,18.4,21.6,"2.3 days",2021,2022,40.7,65,83.2,92,5.2,13.5,37.3,83.8,41.885993,-87.761916,759,0,0,3.2,1,"80-100%"
"215",609691,"NORTH-GRAND HS","North-Grand High School","Neighborhood","HS","4338 W WABANSIA AVE","Chicago","Illinois",60639,2022,88.7,71.7,3,3,3,4,3,2,14.3,23,"2.8 days",2021,2022,80.2,80.9,87,91.7,1.6,2,12.3,66,41.911674,-87.735238,855,20.1,10.9,9.7,13.9,"60-80%"
"216",609979,"HEALY","Robert Healy Elementary School","Neighborhood","ES","3010 S PARNELL AVE","Chicago","Illinois",60616,2022,96.1,85.2,4,3,3,4,4,3,0.2,2.2,"1.3 days",2021,2022,98,95.2,90.9,92.5,NA,NA,4.2,11.8,41.839595,-87.640341,0,0,0,0,0,"0-20%"
"217",610011,"JAMIESON","Minnie Mars Jamieson Elementary School","Neighborhood","ES","5650 N MOZART ST","Chicago","Illinois",60659,2022,94.4,78.2,4,4,4,4,3,4,0.3,3.4,"1.0 days",2021,2022,96.5,93,93.7,93.9,NA,NA,6.9,20.7,41.984641,-87.700529,0,0,0,0,0,"20-40%"
"218",610202,"TILTON","George W Tilton Elementary School","Neighborhood","ES","223 N KEELER AVE","Chicago","Illinois",60624,2022,85.5,46.4,NA,4,5,NA,NA,3,NA,NA,NA,2021,2022,94.4,85.6,85,92,NA,NA,22.5,57.1,41.884102,-87.730566,0,0,0,0,0,"40-60%"
"219",609996,"HOLDEN","Charles N Holden Elementary School","Neighborhood","ES","1104 W 31ST ST","Chicago","Illinois",60608,2022,83.6,60,3,3,4,2,2,3,1.2,12.5,"1.2 days",2021,2022,93.2,89.6,92.6,92.8,NA,NA,8.5,38.5,41.838027,-87.653792,0,0,0,0,0,"20-40%"
"220",609993,"LARA","Agustin Lara Elementary Academy","Neighborhood","ES","4619 S WOLCOTT AVE","Chicago","Illinois",60609,2022,87.2,82.2,4,4,4,4,3,3,NA,NA,NA,2021,2022,90.3,88.1,89.8,93.5,NA,NA,11.1,40,41.80977,-87.672182,0,0,0,0,0,"20-40%"
"221",610034,"LAWNDALE","Lawndale Elementary Community Academy","Neighborhood","ES","3500 W DOUGLAS BLVD","Chicago","Illinois",60623,2022,63.5,68,3,3,3,3,3,2,8.7,24.4,"1.5 days",2021,2022,82,86.3,84,90,NA,NA,15.6,56.1,41.86296,-87.712957,0,0,0,0,0,"40-60%"
"222",610345,"WOODSON","Carter G Woodson South Elementary School","Neighborhood","ES","4414 S EVANS AVE","Chicago","Illinois",60653,2022,42.7,44.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,2022,83.1,82,85.6,92.2,NA,NA,18.6,63.6,41.814499,-87.608419,0,0,0,0,0,"60-80%"
"223",400009,"GLOBAL CITIZENSHIP","Academy for Global Citizenship Charter School","Charter","ES","4942 W 44TH ST","Chicago","Illinois",60638,2022,95.2,80.8,4,3,3,3,3,3,NA,NA,NA,2021,2022,91.4,90,NA,NA,NA,NA,5.9,39.7,41.807579,-87.740097,0,0,0,0,0,"20-40%"
"224",610342,"SABIN","Albert R Sabin Elementary Magnet School","Magnet","ES","2216 W HIRSCH ST","Chicago","Illinois",60622,2022,68,52.5,3,2,2,2,2,2,6.2,18.5,"1.7 days",2021,2022,91.4,87.9,86.2,91,NA,NA,6.8,51.7,41.906816,-87.68305,0,0,0,0,0,"40-60%"
"225",610503,"FRAZIER PROSPECTIVE","Frazier Prospective IB Magnet ES","Magnet","ES","4027 W GRENSHAW ST","Chicago","Illinois",60624,2022,67,79,2,1,1,1,1,2,17.5,26.4,"1.6 days",2021,2022,93.9,90.7,89.9,92.2,NA,NA,9,35.1,41.86698,-87.727244,0,0,0,0,0,"20-40%"
"226",610230,"WILDWOOD","Wildwood IB World Magnet School","Magnet","ES","6950 N HIAWATHA AVE","Chicago","Illinois",60646,2022,64.1,54.4,5,3,3,4,4,3,NA,NA,NA,2021,2022,97.4,94.8,92.3,93.1,NA,NA,2.9,10.9,42.007491,-87.778345,0,0,0,0,0,"0-20%"
"227",609740,"WELLS HS","Wells Community Academy High School","Neighborhood","HS","936 N ASHLAND AVE","Chicago","Illinois",60622,2022,65.3,72.2,2,3,3,1,2,2,20.2,12.6,"1.4 days",2021,2022,80.1,75.3,84.8,91.8,3.7,10.5,19.9,75.4,41.898995,-87.667483,771,12.2,7.3,5.2,8.6,"60-80%"
"228",400011,"LOCKE A","Alain Locke Charter School","Charter","ES","3141 W JACKSON BLVD","Chicago","Illinois",60612,2022,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,2022,88.4,88.2,NA,NA,NA,NA,6.1,47.7,41.877248,-87.705235,0,0,0,0,0,"40-60%"
